id,group,age_demographic_tag,theme,gift_idea,why_unique,price_band,price_range
771,"Women, 36-55","Wellness, home, gourmet, keepsakes",Experiences,Luxury spa-day voucher,Guilt-free pampering she'd never book herself.,D,"Rs 5,000+"
772,"Women, 36-55","Wellness, home, gourmet, keepsakes",Experiences,Weekend wellness-retreat gift,A restorative escape from the everyday load.,D,"Rs 5,000+"
773,"Women, 36-55","Wellness, home, gourmet, keepsakes",Experiences,Fine-dining tasting-menu for two,An evening of culinary theatre to remember.,D,"Rs 5,000+"
774,"Women, 36-55","Wellness, home, gourmet, keepsakes",Experiences,Personalised family star-map / print,"A meaningful night sky, framed and treasured.",B,"Rs 500-1,500"
775,"Women, 36-55","Wellness, home, gourmet, keepsakes",Experiences,Professional portrait / photoshoot,"Confidence-boosting, forever-keepsake images.",D,"Rs 5,000+"
776,"Women, 36-55","Wellness, home, gourmet, keepsakes",Experiences,Pottery / art / cooking workshop,"A creative, memory-making day out.",C,"Rs 1,500-5,000"
777,"Women, 36-55","Wellness, home, gourmet, keepsakes",Experiences,Hot-air-balloon ride for two,A once-in-a-lifetime shared memory.,D,"Rs 5,000+"
778,"Women, 36-55","Wellness, home, gourmet, keepsakes",Experiences,Custom illustrated family portrait,Her family or pets as art; unique and loved.,B,"Rs 500-1,500"
779,"Women, 36-55","Wellness, home, gourmet, keepsakes",Experiences,Milestone-year memory scrapbook (curated),A heartfelt keepsake of a life well-lived.,C,"Rs 1,500-5,000"
780,"Women, 36-55","Wellness, home, gourmet, keepsakes",Experiences,Personalised voice-note / song frame,Plays a loved one's message from a keepsake.,B,"Rs 500-1,500"
781,"Women, 36-55","Wellness, home, gourmet, keepsakes",Fashion & Bags,Premium handbag (classic cut) reserve,An everyday luxury she'll carry for years.,D,"Rs 5,000+"
782,"Women, 36-55","Wellness, home, gourmet, keepsakes",Fashion & Bags,Printed designer scarf (statement),"A versatile, elegant style unlock.",C,"Rs 1,500-5,000"
783,"Women, 36-55","Wellness, home, gourmet, keepsakes",Fashion & Bags,Fine-wool wrap (winter luxe),"Soft, timeless warmth for every winter.",D,"Rs 5,000+"
784,"Women, 36-55","Wellness, home, gourmet, keepsakes",Fashion & Bags,Elegant leather tote / work bag,"Refined, practical carry for the working woman.",D,"Rs 5,000+"
785,"Women, 36-55","Wellness, home, gourmet, keepsakes",Fashion & Bags,Personalised travel-organiser set,Sophisticated organisation for the frequent traveller.,C,"Rs 1,500-5,000"
786,"Women, 36-55","Wellness, home, gourmet, keepsakes",Fashion & Bags,Statement jewellery-piece edit,Occasion-ready sparkle curated with taste.,C,"Rs 1,500-5,000"
787,"Women, 36-55","Wellness, home, gourmet, keepsakes",Fashion & Bags,Premium sunglasses (classic),A face-defining accessory built to last.,C,"Rs 1,500-5,000"
788,"Women, 36-55","Wellness, home, gourmet, keepsakes",Fashion & Bags,Personalised clutch / evening bag,An elegant finishing piece for occasions.,C,"Rs 1,500-5,000"
789,"Women, 36-55","Wellness, home, gourmet, keepsakes",Fashion & Bags,Luxe loungewear / co-ord set,Elevated comfort she'll reach for constantly.,C,"Rs 1,500-5,000"
790,"Women, 36-55","Wellness, home, gourmet, keepsakes",Fashion & Bags,Slim dress-watch (metal strap),A refined finishing piece for every outfit.,D,"Rs 5,000+"
791,"Women, 36-55","Wellness, home, gourmet, keepsakes",Sentimental & Personalised,Custom family-portrait illustration,Her family or pets as treasured art.,B,"Rs 500-1,500"
792,"Women, 36-55","Wellness, home, gourmet, keepsakes",Sentimental & Personalised,Personalised family star-map,"A meaningful night sky, framed with a date.",B,"Rs 500-1,500"
793,"Women, 36-55","Wellness, home, gourmet, keepsakes",Sentimental & Personalised,Family-name necklace (multi-initial),Her whole family worn close to the heart.,C,"Rs 1,500-5,000"
794,"Women, 36-55","Wellness, home, gourmet, keepsakes",Sentimental & Personalised,Personalised year-in-review photo-book,"A year of memories, curated and beautifully bound.",C,"Rs 1,500-5,000"
795,"Women, 36-55","Wellness, home, gourmet, keepsakes",Sentimental & Personalised,Engraved keepsake box,A lovely home for letters and treasures.,B,"Rs 500-1,500"
796,"Women, 36-55","Wellness, home, gourmet, keepsakes",Sentimental & Personalised,Voice-note keepsake frame,Plays a loved one's message on demand.,B,"Rs 500-1,500"
797,"Women, 36-55","Wellness, home, gourmet, keepsakes",Sentimental & Personalised,Custom recipe-in-her-handwriting art,A treasured family recipe turned into wall art.,B,"Rs 500-1,500"
798,"Women, 36-55","Wellness, home, gourmet, keepsakes",Sentimental & Personalised,Personalised birthstone-family jewellery,"Her loved ones' birthstones, worn together.",C,"Rs 1,500-5,000"
799,"Women, 36-55","Wellness, home, gourmet, keepsakes",Sentimental & Personalised,Milestone-anniversary keepsake,Marks a lifetime of love in keepsake form.,C,"Rs 1,500-5,000"
800,"Women, 36-55","Wellness, home, gourmet, keepsakes",Sentimental & Personalised,Fingerprint / handprint family art,"A literal touch of loved ones, framed.",B,"Rs 500-1,500"
801,"Senior men, 56+","Health, comfort, nostalgia, purpose",Health Monitoring,Smart blood-pressure monitor,Easy daily vitals tracking; caring and genuinely useful.,C,"Rs 1,500-5,000"
802,"Senior men, 56+","Health, comfort, nostalgia, purpose",Health Monitoring,Glucometer with easy display,Simple sugar monitoring for peace of mind.,B,"Rs 500-1,500"
803,"Senior men, 56+","Health, comfort, nostalgia, purpose",Health Monitoring,Pulse-oximeter (fingertip),Quick oxygen and pulse checks; reassuring and simple.,A,Rs 0-500
804,"Senior men, 56+","Health, comfort, nostalgia, purpose",Health Monitoring,Pill organiser with alarm reminders,Never a missed dose; thoughtful daily support.,B,"Rs 500-1,500"
805,"Senior men, 56+","Health, comfort, nostalgia, purpose",Health Monitoring,Digital thermometer (contactless),Fuss-free health checks for the whole household.,A,Rs 0-500
806,"Senior men, 56+","Health, comfort, nostalgia, purpose",Health Monitoring,Smartwatch with fall-detection & SOS,Safety and connection on the wrist; deeply thoughtful.,D,"Rs 5,000+"
807,"Senior men, 56+","Health, comfort, nostalgia, purpose",Health Monitoring,Weighing scale with health metrics,Simple wellness tracking he can read at a glance.,B,"Rs 500-1,500"
808,"Senior men, 56+","Health, comfort, nostalgia, purpose",Health Monitoring,Digital BP + heart-rate wrist monitor,One-button vitals for the health-conscious senior.,C,"Rs 1,500-5,000"
809,"Senior men, 56+","Health, comfort, nostalgia, purpose",Health Monitoring,Medical-alert bracelet (engraved),Critical info kept close; safety made simple.,B,"Rs 500-1,500"
810,"Senior men, 56+","Health, comfort, nostalgia, purpose",Health Monitoring,Automatic hand-sanitiser dispenser,Hygiene without fumbling; small daily ease.,B,"Rs 500-1,500"
811,"Senior men, 56+","Health, comfort, nostalgia, purpose",Comfort & Mobility,Orthopaedic memory-foam pillow,"Neck and spine relief for better, deeper sleep.",B,"Rs 500-1,500"
812,"Senior men, 56+","Health, comfort, nostalgia, purpose",Comfort & Mobility,Heated foot & calf massager,"Eases stiff, aching legs at the end of the day.",C,"Rs 1,500-5,000"
813,"Senior men, 56+","Health, comfort, nostalgia, purpose",Comfort & Mobility,Recliner-chair cushion + footrest,Everyday comfort for the evening-newspaper chair.,C,"Rs 1,500-5,000"
814,"Senior men, 56+","Health, comfort, nostalgia, purpose",Comfort & Mobility,Adjustable back-support cushion,Kind to the spine on long sitting days.,B,"Rs 500-1,500"
815,"Senior men, 56+","Health, comfort, nostalgia, purpose",Comfort & Mobility,Warm electric heating pad,Soothing relief for joints and back on cold days.,B,"Rs 500-1,500"
816,"Senior men, 56+","Health, comfort, nostalgia, purpose",Comfort & Mobility,Ergonomic walking cane (foldable),"Dignified, sturdy support that folds away neatly.",B,"Rs 500-1,500"
817,"Senior men, 56+","Health, comfort, nostalgia, purpose",Comfort & Mobility,Anti-slip warm house slippers,"Safe, cosy footing around the home.",A,Rs 0-500
818,"Senior men, 56+","Health, comfort, nostalgia, purpose",Comfort & Mobility,Knee / joint support brace set,Gentle daily support for the active senior.,B,"Rs 500-1,500"
819,"Senior men, 56+","Health, comfort, nostalgia, purpose",Comfort & Mobility,Bed-side grab rail / support handle,Safer getting up; independence preserved.,C,"Rs 1,500-5,000"
820,"Senior men, 56+","Health, comfort, nostalgia, purpose",Comfort & Mobility,Neck & shoulder heat-wrap massager,Targeted relief for stubborn stiffness.,C,"Rs 1,500-5,000"
821,"Senior men, 56+","Health, comfort, nostalgia, purpose",Hobbies,Premium gardening tool + kneeler set,"Feeds a beloved, gentle, purposeful daily hobby.",C,"Rs 1,500-5,000"
822,"Senior men, 56+","Health, comfort, nostalgia, purpose",Hobbies,Weighted wooden chess / carrom set,A handsome set for the strategist and social evenings.,C,"Rs 1,500-5,000"
823,"Senior men, 56+","Health, comfort, nostalgia, purpose",Hobbies,Bird-feeder + binocular set,Invites nature to the window; calm and engaging.,C,"Rs 1,500-5,000"
824,"Senior men, 56+","Health, comfort, nostalgia, purpose",Hobbies,Woodworking / whittling starter kit,"A tactile, satisfying craft for patient hands.",C,"Rs 1,500-5,000"
825,"Senior men, 56+","Health, comfort, nostalgia, purpose",Hobbies,Fishing gear / rod upgrade,A peaceful pastime and an excuse for fresh air.,C,"Rs 1,500-5,000"
826,"Senior men, 56+","Health, comfort, nostalgia, purpose",Hobbies,Stamp / coin collecting starter album,"Reignites a nostalgic, absorbing hobby.",B,"Rs 500-1,500"
827,"Senior men, 56+","Health, comfort, nostalgia, purpose",Hobbies,"Jigsaw puzzles (large-piece, scenic)","Relaxing, screen-free focus with a rewarding finish.",B,"Rs 500-1,500"
828,"Senior men, 56+","Health, comfort, nostalgia, purpose",Hobbies,Yoga / stretching mat for seniors,Gentle movement to keep joints supple.,B,"Rs 500-1,500"
829,"Senior men, 56+","Health, comfort, nostalgia, purpose",Hobbies,Photography (simple point-and-shoot),Captures grandchildren and travels effortlessly.,D,"Rs 5,000+"
830,"Senior men, 56+","Health, comfort, nostalgia, purpose",Hobbies,Model-building / craft kit,"A slow, absorbing project for steady hands.",C,"Rs 1,500-5,000"
831,"Senior men, 56+","Health, comfort, nostalgia, purpose",Reading & Audio,E-reader with adjustable font & light,"A whole library, easy on ageing eyes.",D,"Rs 5,000+"
832,"Senior men, 56+","Health, comfort, nostalgia, purpose",Reading & Audio,Large-print classic book collection,Comfortable reading of timeless favourites.,B,"Rs 500-1,500"
833,"Senior men, 56+","Health, comfort, nostalgia, purpose",Reading & Audio,Audiobook subscription (annual),Stories for resting eyes and quiet afternoons.,C,"Rs 1,500-5,000"
834,"Senior men, 56+","Health, comfort, nostalgia, purpose",Reading & Audio,Bluetooth easy-speaker for music/radio,One-button access to his favourite songs and news.,B,"Rs 500-1,500"
835,"Senior men, 56+","Health, comfort, nostalgia, purpose",Reading & Audio,Reading lamp with magnifier,"Bright, magnified comfort for fine print.",B,"Rs 500-1,500"
836,"Senior men, 56+","Health, comfort, nostalgia, purpose",Reading & Audio,Nostalgic old-Hindi-songs music player,Preloaded golden-era classics; instant joy.,C,"Rs 1,500-5,000"
837,"Senior men, 56+","Health, comfort, nostalgia, purpose",Reading & Audio,Newspaper / magazine annual subscription,"A cherished daily ritual, delivered.",C,"Rs 1,500-5,000"
838,"Senior men, 56+","Health, comfort, nostalgia, purpose",Reading & Audio,Wireless neckband headphones (easy),"Comfortable listening for TV, music and calls.",B,"Rs 500-1,500"
839,"Senior men, 56+","Health, comfort, nostalgia, purpose",Reading & Audio,Devotional / spiritual audio player,Bhajans and chants at the press of a button.,B,"Rs 500-1,500"
840,"Senior men, 56+","Health, comfort, nostalgia, purpose",Reading & Audio,Personalised bookmark + book set,A thoughtful nudge for the lifelong reader.,A,Rs 0-500
841,"Senior men, 56+","Health, comfort, nostalgia, purpose",Nostalgia,Personalised photo-memory book (curated),His life story in pictures; deeply moving.,C,"Rs 1,500-5,000"
842,"Senior men, 56+","Health, comfort, nostalgia, purpose",Nostalgia,Retro radio Bluetooth speaker,Old-world charm meets his favourite stations.,C,"Rs 1,500-5,000"
843,"Senior men, 56+","Health, comfort, nostalgia, purpose",Nostalgia,Custom family-tree framed art,Generations mapped and honoured on the wall.,C,"Rs 1,500-5,000"
844,"Senior men, 56+","Health, comfort, nostalgia, purpose",Nostalgia,Digital photo frame (auto-updating),Family photos beamed to him from afar; connection gifted.,D,"Rs 5,000+"
845,"Senior men, 56+","Health, comfort, nostalgia, purpose",Nostalgia,Personalised year-you-were-born print,Nostalgia framed; headlines and facts of his birth year.,B,"Rs 500-1,500"
846,"Senior men, 56+","Health, comfort, nostalgia, purpose",Nostalgia,Vintage-film / classic-cinema collection,"The movies of his youth, ready to enjoy.",C,"Rs 1,500-5,000"
847,"Senior men, 56+","Health, comfort, nostalgia, purpose",Nostalgia,Custom '#1 Grandpa' keepsake,"Sentimental, warm and genuinely touching.",B,"Rs 500-1,500"
848,"Senior men, 56+","Health, comfort, nostalgia, purpose",Nostalgia,Restored old-photograph service voucher,Brings faded family memories back to life.,C,"Rs 1,500-5,000"
849,"Senior men, 56+","Health, comfort, nostalgia, purpose",Nostalgia,Personalised voice-message keepsake frame,Plays a grandchild's message on demand.,B,"Rs 500-1,500"
850,"Senior men, 56+","Health, comfort, nostalgia, purpose",Nostalgia,Memory-lane trivia / life-story journal,Prompts him to record stories for the family.,B,"Rs 500-1,500"
851,"Senior men, 56+","Health, comfort, nostalgia, purpose",Wellness,Full-body massage chair pad,Home-spa relaxation for tired muscles.,D,"Rs 5,000+"
852,"Senior men, 56+","Health, comfort, nostalgia, purpose",Wellness,Herbal / Ayurvedic wellness hamper,"Thoughtful, health-first indulgence.",C,"Rs 1,500-5,000"
853,"Senior men, 56+","Health, comfort, nostalgia, purpose",Wellness,Aroma diffuser + calming oils,"A soothing, fragrant atmosphere at home.",B,"Rs 500-1,500"
854,"Senior men, 56+","Health, comfort, nostalgia, purpose",Wellness,Acupressure slippers / foot roller,Simple daily circulation and relief.,B,"Rs 500-1,500"
855,"Senior men, 56+","Health, comfort, nostalgia, purpose",Wellness,Warm shawl / thermal blanket,Cosy comfort for cold mornings and evenings.,C,"Rs 1,500-5,000"
856,"Senior men, 56+","Health, comfort, nostalgia, purpose",Wellness,Herbal tea / kadha sampler set,"Warm, healthful rituals in a cup.",B,"Rs 500-1,500"
857,"Senior men, 56+","Health, comfort, nostalgia, purpose",Wellness,Heated eye-massager for rest,"Relieves tired eyes; a small, felt luxury.",C,"Rs 1,500-5,000"
858,"Senior men, 56+","Health, comfort, nostalgia, purpose",Wellness,Sleep-support sound machine,Gentle soundscapes for a restful night.,B,"Rs 500-1,500"
859,"Senior men, 56+","Health, comfort, nostalgia, purpose",Wellness,Handheld personal massager,"Targeted relief for shoulders, back and legs.",B,"Rs 500-1,500"
860,"Senior men, 56+","Health, comfort, nostalgia, purpose",Wellness,Sunlight / vitamin-D therapy lamp,Mood and energy support through dull days.,C,"Rs 1,500-5,000"
861,"Senior men, 56+","Health, comfort, nostalgia, purpose",Everyday Tech,Large-button easy mobile phone,Simple calls without menu confusion; independence gifted.,C,"Rs 1,500-5,000"
862,"Senior men, 56+","Health, comfort, nostalgia, purpose",Everyday Tech,Voice-assistant smart speaker,"Hands-free music, reminders and news; surprisingly loved.",C,"Rs 1,500-5,000"
863,"Senior men, 56+","Health, comfort, nostalgia, purpose",Everyday Tech,Tablet with senior-friendly setup,Video calls with grandchildren made effortless.,D,"Rs 5,000+"
864,"Senior men, 56+","Health, comfort, nostalgia, purpose",Everyday Tech,TV soundbar for clearer dialogue,Makes every show easier to hear and enjoy.,D,"Rs 5,000+"
865,"Senior men, 56+","Health, comfort, nostalgia, purpose",Everyday Tech,Universal easy remote (big buttons),Ends remote-juggling frustration for good.,B,"Rs 500-1,500"
866,"Senior men, 56+","Health, comfort, nostalgia, purpose",Everyday Tech,Smart video-doorbell,See visitors safely without rushing to the door.,D,"Rs 5,000+"
867,"Senior men, 56+","Health, comfort, nostalgia, purpose",Everyday Tech,Automatic night-light (motion),Safe midnight steps without fumbling for switches.,A,Rs 0-500
868,"Senior men, 56+","Health, comfort, nostalgia, purpose",Everyday Tech,Key + phone finder tracker,Ends the daily hunt for misplaced essentials.,B,"Rs 500-1,500"
869,"Senior men, 56+","Health, comfort, nostalgia, purpose",Everyday Tech,Wireless charging pad (simple),Just set the phone down; no fiddly cables.,B,"Rs 500-1,500"
870,"Senior men, 56+","Health, comfort, nostalgia, purpose",Everyday Tech,Emergency SOS pendant / button,One press for help; safety and reassurance.,C,"Rs 1,500-5,000"
871,"Senior men, 56+","Health, comfort, nostalgia, purpose",Experiences,Devotional / pilgrimage trip voucher,A meaningful journey to a cherished destination.,D,"Rs 5,000+"
